LAD19CD,LAD19NM,Extent of population living in highly clinically vulnerable areas,Extent of population living in highly health/wellbeing vulnerable areas,Extent of population living in highly economically vulnerable areas,Extent of population living in highly socially vulnerable areas,Extent of population living in highly socioeconomically vulnerable areas,Extent of population living in highly vulnerable areas,Clinical Vulnerability quintile,Health/Wellbeing Vulnerability quintile,Economic Vulnerability quintile,Social Vulnerability quintile,Socioeconomic Vulnerability quintile,Vulnerability quintile,Vulnerability rank,LA spending power rank,Volunteer rank,Capacity score,Capacity rank,Capacity decile,Capacity quintile,Name,Total people in flood risk areas,% people in flood risk areas,Flood risk quintile,Total historical flooding incidents,Flooding incidents per capita,Flood incidents quintile,Total dwelling fires (three-year average),Dwelling fire incidents per capita,Fire incidents quintile
E06000001,Hartlepool,0.8824824254712412,0.3638779790900644,0.6830254662739516,0.15405074966216942,0.5892275504939608,0.6339354356913928,5,4,5,2,4,5,302,12,125.5,12.180327686579934,15,1,1,Hartlepool,781,0.008376053709701637,1,7,7.507346474764592e-5,3,54.33333333333333,5.82713083517442e-4,1
E06000002,Middlesbrough,0.4739539124947807,0.27559144757906723,0.6915091813635266,0.2055873657247819,0.5930950940979758,0.4754897008075705,3,3,5,3,4,5,280,16,125.5,12.480859956443512,20,1,1,Middlesbrough,1302,0.009263936817389448,2,10,7.115158845921236e-5,3,102.33333333333333,7.28117921899273e-4,2
E06000003,Redcar and Cleveland,0.5312867015547176,0.36631889613734303,0.5684006687603602,0.15392998727307305,0.3142153730190688,0.35634725647337084,5,3,5,2,3,4,228,24,125.5,13.09396824487597,27,1,1,Redcar and Cleveland,273,0.001996810953934376,1,42,0.00030720168522067323,5,71.66666666666667,5.241933517654344e-4,1
E06000004,Stockton-on-Tees,0.3877920666594254,0.20880617456893388,0.483620261501924,0.21372328663077886,0.4026183818884577,0.40080281885975805,4,3,4,2,3,5,277,76,125.5,17.53524975543517,58,2,1,Stockton-on-Tees,2444,0.012392692165323786,2,21,1.0648385248436969e-4,3,103,5.222779431376228e-4,1
E06000005,Darlington,0.7205509163088454,0.38734994473402695,0.5222942885901201,0.14026160708905872,0.31297434157433446,0.39263011704137885,5,4,4,1,2,5,256,56,260,42.74036371631739,180,6,3,Darlington,1036,0.0097216748306214,2,NA,NA,NA,86.33333333333333,8.101395692184499e-4,3
E06000006,Halton,0.8054384298387678,0.11220418505307743,0.6796522263675884,0.4154636408043904,0.6083492267872247,0.6326431189472372,5,2,5,4,4,5,315,34,125.5,13.88407674274766,33,2,1,Halton,1139,0.008868506291266974,1,5,3.893110751214651e-5,1,96.33333333333333,7.500726714006893e-4,3
E06000007,Warrington,0.18395914445019618,0.11652704216840688,0.34606556047092063,0.17338662623860543,0.2775465396156571,0.15556831490887735,3,2,4,3,3,4,200,111,125.5,21.094413509196567,77,3,2,Warrington,12545,0.05986723742167628,4,56,2.672431483151751e-4,5,145,6.919688661732213e-4,2
E06000008,Blackburn with Darwen,0.32742786135754715,0.1429930513396596,0.6663230441521214,0.2656982513150651,0.4874618272460703,0.3778699267606111,3,2,5,3,4,4,232,38,260,41.22404129842101,167,6,3,Blackburn with Darwen,822,0.005518926830578346,1,16,1.0742436653193861e-4,3,148.33333333333334,9.959133980565141e-4,5
E06000009,Blackpool,0.9377871916789929,0.5364553167132324,0.7282449528580792,0.04395391407343598,0.35487432914147105,0.8543791075621648,5,5,5,1,3,5,309,4,260,38.606954811775495,145,5,3,Blackpool,7719,0.05541078927533111,4,21,1.5074835791967266e-4,4,198.5,0.0014249309070026202,5
E06000010,"Kingston upon Hull, City of",0.26278802283000363,0.16094341870521608,0.5534049740976584,0.7477460268100087,0.640627421245473,0.5639002030388177,3,2,5,5,5,5,287,32,260,40.74003009276585,163,6,3,"Kingston upon Hull, City of",236223,0.9063016746916304,5,7,2.6856452262656103e-5,1,253,9.706689174931421e-4,5
E06000011,East Riding of Yorkshire,0.3978127335275063,0.38588054146921597,0.12900662299892787,0.1739996925301883,0.13474185708666772,0.2912906386290566,5,4,3,3,2,3,171,79,260,44.83580083854411,191,7,4,East Riding of Yorkshire,70823,0.20853969506557446,5,17,5.005682922376581e-5,2,233.83333333333334,6.885267784406218e-4,2
E06000012,North East Lincolnshire,0.48004692091382495,0.15346830450777332,0.5131357153183546,0.5455178309681323,0.5672686120228585,0.5969002163275428,4,3,5,5,4,5,266,53,260,42.48059907325373,177,6,3,North East Lincolnshire,59525,0.3724479261173438,5,NA,NA,NA,159.16666666666666,9.959058363210509e-4,5
E06000013,North Lincolnshire,0.5227625573919975,0.20113836960063888,0.38782025920299135,0.2630036305554153,0.3149830558781186,0.3002755121867632,4,2,5,3,3,4,239,90,260,45.90972280052421,198,7,4,North Lincolnshire,20548,0.11946164355687335,5,NA,NA,NA,121.33333333333333,7.05405850605118e-4,2
E06000014,York,0.1463405539714847,0.19887116668718674,0.08423120101043965,0.06814709098646002,0.044012901811875574,0.1619358435012125,2,2,2,1,1,1,19,119,24.5,12.377251240109082,18,1,1,York,5010,0.02386930483627372,3,42,2.001019567112767e-4,5,143.33333333333334,6.828876300464205e-4,2
E06000015,Derby,0.15450998156889886,0.12370912709928522,0.413008047387945,0.7009230285618624,0.604440675635132,0.45884758343010035,3,2,4,5,4,5,257,88,125.5,18.69453618978477,64,3,2,Derby,6524,0.02536803875975021,3,NA,NA,NA,201.5,7.83516218591304e-4,3
E06000016,Leicester,0.15181459361797395,0.14078711782919962,0.2583147309687661,0.5236876702253411,0.40525710527352954,0.20926457022240752,1,2,4,5,4,4,215,59,260,43.00309571668768,182,6,3,Leicester,18011,0.05070407468090018,4,14,3.941241716354464e-5,1,307,8.642580049434431e-4,4
E06000017,Rutland,0.9603604541242012,0.5680794518477466,0.37549065752018906,0.20845152026601504,0.19769755900949693,0.41265096262079987,4,4,1,2,1,2,78,26,125.5,13.249833474666614,29,1,1,Rutland,312,0.007859535985087034,1,NA,NA,NA,24.833333333333332,6.255720415480598e-4,1
E06000018,Nottingham,0.0422949676097096,0.09561486705506293,0.4308101300555727,0.691995546802058,0.6269783560781016,0.25235702177523495,2,2,4,5,4,5,259,47,125.5,14.953547579795474,41,2,1,Nottingham,18877,0.05701832548501974,4,NA,NA,NA,362.1666666666667,0.0010939310737842162,5
E06000019,"Herefordshire, County of",0.34003347366996406,0.39867943659687455,0.15222171963924708,0.5056718802268363,0.30003553392530974,0.2681878081650221,4,4,3,4,2,2,106,45,260,41.801903300338964,172,6,3,"Herefordshire, County of",5036,0.026214557512219752,3,16,8.32869182278626e-5,3,163.33333333333334,8.502206235760974e-4,4
E06000020,Telford and Wrekin,0.40279415164551574,0.13741056207467864,0.41947380853779,0.4036442393110375,0.4886374501543878,0.3218323411326983,3,1,4,4,3,3,165,77,24.5,8.015378779228707,7,1,1,Telford and Wrekin,1628,0.009156406953919876,1,3,1.687298578732164e-5,1,143.83333333333334,8.089659296921431e-4,3
E06000021,Stoke-on-Trent,0.40971302825630285,0.14536805156817964,0.6107460726333194,0.47808031431688475,0.623500291205591,0.4239330056387524,4,2,5,4,4,5,300,51,260,42.309038353973364,175,6,3,Stoke-on-Trent,5901,0.023065828098798827,3,6,2.3452799287034903e-5,1,287.8333333333333,0.0011250828991308131,5
E06000022,Bath and North East Somerset,0.22965522871967065,0.18110075742175236,0.08290575049849123,0.12654472010244344,0.0536648900524765,0.105040227242964,3,3,2,2,1,1,11,110,125.5,20.984695074963724,75,3,2,Bath and North East Somerset,2276,0.011847625789928477,2,14,7.28764328027235e-5,3,122.66666666666667,6.385363636048154e-4,1
E06000023,"Bristol, City of",0.047584464879249076,0.11261499688518455,0.21039181936455492,0.39473857413573094,0.24080892637394025,0.17458538881812488,2,2,3,4,3,2,100,55,125.5,15.637287760257488,44,2,1,"Bristol, City of",7068,0.015252317087644717,2,15,3.2369093989059246e-5,1,425.6666666666667,9.185629560895257e-4,5
E06000024,North Somerset,0.4493547729945004,0.3640643248883431,0.1244947731076765,0.1517401077289215,0.08358397337309915,0.2945953104236945,4,4,3,2,2,2,69,83,125.5,18.204379825680597,61,2,1,North Somerset,85525,0.3998008592037173,5,10,4.674666579406224e-5,2,172.83333333333334,8.079382071407091e-4,3
E06000025,South Gloucestershire,0.3576743833976756,0.1838893486245297,0.1171687147454972,0.13180840655792406,0.0730521619534039,0.17408374604021126,3,2,2,3,2,3,133,99,24.5,10.196845523446003,10,1,1,South Gloucestershire,6944,0.024568007811947186,3,27,9.552652807064718e-5,3,173.16666666666666,6.126670534901383e-4,1
E06000026,Plymouth,0.2248465462401728,0.15567166776690872,0.47205838284422574,0.24419699333853445,0.4386540939006581,0.29452455540218847,3,2,4,4,3,4,240,65,125.5,16.52157715132612,49,2,1,Plymouth,3283,0.012478145191942227,2,NA,NA,NA,241.16666666666666,9.166349930318003e-4,5
E06000027,Torbay,0.8115898396012124,0.5912057430363359,0.4612016342225426,0.19124704436743645,0.2854061136048251,0.696667422533355,5,5,5,3,3,5,281,17,125.5,12.556610642456711,21,1,1,Torbay,2907,0.021409633230225364,3,NA,NA,NA,142.33333333333334,0.001048264349192321,5
E06000030,Swindon,0.09810366426706597,0.24204228193774946,0.18979927092095542,0.46845360419011817,0.3194945428130047,0.24492943685092475,3,2,3,4,3,4,199,106,24.5,10.936704208473701,11,1,1,Swindon,3090,0.013919169714769636,2,NA,NA,NA,187.66666666666666,8.453605770674547e-4,4
E06000031,Peterborough,0.06363876025288374,0.16440384378258532,0.37258964458415,0.3524498014152127,0.3374611070431037,0.18631640731047527,2,2,4,4,3,3,168,89,24.5,9.179556162879159,8,1,1,Peterborough,3314,0.01648419974035147,3,NA,NA,NA,150.83333333333334,7.502615552714787e-4,3
E06000032,Luton,0.09827931960872854,0.09578302591080637,0.2574779791208167,0.6625307301667055,0.4796194928751243,0.09614431508201307,1,1,3,5,3,4,246,107,260,47.67480698387109,210,7,4,Luton,NA,NA,NA,NA,NA,NA,244,0.0011396064621291024,5
E06000033,Southend-on-Sea,0.11985485449537425,0.6246901967435647,0.25881760599192855,0.1569500608198288,0.20320967740539753,0.3233427137498965,3,5,3,3,2,4,245,80,260,44.93138424459217,192,7,4,Southend-on-Sea,3371,0.01847497848878951,3,23,1.26052953201471e-4,4,174.16666666666666,9.545314209821534e-4,5
E06000034,Thurrock,0.16317642752003905,0.0595507897406173,0.3161318496937896,0.3211740785088355,0.4259211403381661,0.16074102151480715,2,1,3,4,2,4,214,109,260,47.89165890864465,211,7,4,Thurrock,29787,0.1726532386610636,5,NA,NA,NA,131.33333333333334,7.612423320291745e-4,3
E06000035,Medway,0.1429779068787298,0.023217145633513882,0.33714387189834905,0.3778911662557809,0.3887178564359108,0.10380811081887656,2,1,3,3,2,3,128,113,260,48.331594519073846,215,7,4,Medway,8290,0.02983570567382268,3,20,7.197998956290151e-5,3,165.66666666666666,5.962342468793675e-4,1
E06000036,Bracknell Forest,0.11236398303691772,0.10709589401360992,0.1821718074402944,0.1188092708677575,0.12368524865864651,0.16660304501514808,2,1,1,2,1,1,45,108,125.5,20.766816023159503,74,3,2,Bracknell Forest,1734,0.014250961570071337,2,5,4.10927380913245e-5,1,94.83333333333333,7.79392265798788e-4,3
E06000037,West Berkshire,0.07481174550043442,0.13883993860584265,0.07760288551211432,0.07725438104018807,0.19798166541777873,0.09286271340794346,2,2,1,2,1,1,2,68,24.5,7.179355047197282,6,1,1,West Berkshire,5142,0.032436114983567466,4,NA,NA,NA,108.5,6.84425996833347e-4,2
E06000038,Reading,0.0796661535827031,0.1473412188952925,0.2021036926243293,0.2512390123117576,0.2477438011491662,0.14953756332523557,1,1,2,4,2,1,48,42,24.5,4.9220295707625485,2,1,1,Reading,4782,0.02930093196816235,3,29,1.776928120193869e-4,5,126.5,7.751083007052566e-4,3
E06000039,Slough,0.06762031224851119,0.1605681599984187,0.13099792879107472,0.7024856095453506,0.5284089882278526,0.28316472111390656,1,1,2,5,3,5,255,101,260,47.03625512730776,206,7,4,Slough,11357,0.07616422554858093,5,8,5.365094693921348e-5,2,119.33333333333334,8.002932918432677e-4,3
E06000040,Windsor and Maidenhead,0.1917125823185852,0.3603117869820669,0.06013677388573019,0.044835858083840274,0.044835858083840274,0.09789611099834193,2,3,1,2,1,1,15,121,24.5,12.607106176192673,22,1,1,Windsor and Maidenhead,23647,0.15670019747392416,5,50,3.313320875246842e-4,5,118.66666666666667,7.863614877252507e-4,3
E06000041,Wokingham,0.03342084427220069,0.08599289196863893,0.059950429267317557,0.046863000732234386,0.05804240567664943,0.06842276023851351,2,1,1,2,1,1,6,63,125.5,16.341978458894783,48,2,1,Wokingham,1457,0.008673703260526614,1,NA,NA,NA,93.33333333333333,5.556250086816407e-4,1
E06000042,Milton Keynes,0.04032938554526835,0.14621391690814972,0.1798295905992966,0.17148776151736453,0.14602022755608712,0.12622415687328759,2,1,3,3,2,3,135,104,260,47.35331510244365,209,7,4,Milton Keynes,1582,0.005889645467169508,1,11,4.0952022843782926e-5,1,309.3333333333333,0.001151620521182744,5
E06000043,Brighton and Hove,0.041370112034334355,0.22695943184464717,0.13516678281215874,0.15785442876807543,0.11333726022903468,0.10713779144740239,1,2,3,3,2,1,46,58,125.5,15.89902313737952,45,2,1,Brighton and Hove,1511,0.005203257631846279,1,19,6.542812376246147e-5,2,286.5,9.865872346286953e-4,5
E06000044,Portsmouth,0.0881777417005441,0.05142377041179176,0.19046305993819732,0.4579959838797395,0.3373633250618283,0.22031933978662402,2,2,3,5,3,4,221,94,260,46.31301569938071,201,7,4,Portsmouth,12109,0.05628611138226121,4,5,2.3241436692650594e-5,1,191.5,8.901470253285177e-4,4
E06000045,Southampton,0.20771057545047764,0.09852485590628099,0.3034607372201925,0.6041658199954862,0.4008467301697812,0.24806974585707134,2,2,4,5,4,4,223,82,125.5,18.10758969654148,60,2,1,Southampton,2841,0.011238310732764758,2,6,2.3734552761910788e-5,1,238.83333333333334,9.447670585505045e-4,5
E06000046,Isle of Wight,0.4262853903470966,0.7808464492704581,0.5185201147395047,0.1857175235067986,0.25772825746628575,0.499302642176808,5,5,4,2,2,4,234,8,260,38.899833116239904,147,5,3,Isle of Wight,2088,0.014752222018115277,2,8,5.65219234410547e-5,2,122,8.619593324760841e-4,4
E06000047,County Durham,0.7503213644380791,0.32039200029562687,0.5927371357347029,0.013972067251129075,0.2972889912929882,0.5462815177246315,5,4,5,2,3,4,225,43,125.5,14.61915174180223,38,2,1,County Durham,2489,0.004723139398079623,1,32,6.072336711070629e-5,2,390.5,7.410148392728377e-4,2
E06000049,Cheshire East,0.17541180316267702,0.3970832452201171,0.1594856399645612,0.04726717723956152,0.09115952845953218,0.12570794649903733,4,4,2,1,1,3,139,75,125.5,17.441229272982525,57,2,1,Cheshire East,853,0.002240079834029255,1,51,1.339320885527456e-4,4,283.5,7.445048451902624e-4,2
E06000050,Cheshire West and Chester,0.5230515996660039,0.24530014353420598,0.28343723307599394,0.037079332403643035,0.16024124906600748,0.15207110615935787,4,3,3,1,2,2,122,54,24.5,5.936422985906034,4,1,1,Cheshire West and Chester,2628,0.007718016340579497,1,47,1.380314946755085e-4,4,234.16666666666666,6.877101064506719e-4,2
E06000051,Shropshire,0.41336686876335815,0.5484977172506568,0.1472317124514766,0.30072110130700586,0.2143293587760217,0.3237095588875709,5,5,3,4,2,3,166,62,125.5,16.252702297537603,47,2,1,Shropshire,8197,0.02559371038548243,3,37,1.1552608079332071e-4,4,243.33333333333334,7.597661169290462e-4,3
E06000052,Cornwall,0.5538585731832336,0.23492191115138364,0.23039327497779305,0.09861415356196443,0.16302794504282925,0.2137127243199169,5,3,3,3,2,2,123,28,125.5,13.406762174986959,30,1,1,Cornwall,11727,0.02072025273513697,3,38,6.71416051790914e-5,2,463.3333333333333,8.186564140257635e-4,3
E06000053,Isles of Scilly,1,1,1,1,1,1,3,1,1,1,1,1,1,1,260,38.38971786371816,141,5,3,Isles of Scilly,NA,NA,NA,NA,NA,NA,1,4.4603033006244426e-4,1
E06000054,Wiltshire,0.2512264171080951,0.36061747401728966,0.10053015803506968,0.05106816752359874,0.05841186547998058,0.1637442176105882,4,4,2,2,1,2,81,85,125.5,18.399190677738375,62,2,1,Wiltshire,8968,0.01800571814064056,3,32,6.424877124225e-5,2,365.8333333333333,7.345106920663475e-4,2
E06000055,Bedford,0.24465368860817022,0.2100910747762001,0.3346820003575769,0.2447267220041971,0.22502435724324765,0.05559891524783361,3,2,3,3,2,1,63,37,125.5,14.126500769922593,34,2,1,Bedford,3554,0.020708180139025655,3,7,4.078707399357895e-5,1,166.5,9.701496885615564e-4,5
E06000056,Central Bedfordshire,0.023760957102459044,0.1100403933255068,0.0973257469499012,0.17192031977647268,0.07986750150412525,0.07889341105915285,3,2,2,1,1,2,119,93,125.5,19.19536622886046,67,3,2,Central Bedfordshire,969,0.003416711917237294,1,4,1.4104073961763855e-5,1,207,7.298858275212795e-4,2
E06000057,Northumberland,0.9228053742141187,0.3983286350536038,0.25652555558513546,0.11933803884371375,0.16228729150664742,0.6018121900885525,5,4,3,2,2,5,258,19,125.5,12.708864604582967,24,1,1,Northumberland,4798,0.014980922585036563,2,66,2.0607354952322074e-4,5,261.3333333333333,8.159679940717427e-4,3
E06000058,"Bournemouth, Christchurch and Poole",0.22954435806027104,0.3877916463206406,0.14510702009708643,0.12778749865689631,0.09808572485576926,0.24250926475578916,4,4,3,3,2,2,121,123,125.5,22.453558797992176,82,3,2,"Bournemouth, Christchurch and Poole",3600,0.00909587047480444,1,66,1.6675762537141472e-4,4,364.8333333333333,9.217990958030979e-4,5
E06000059,Dorset,0.7673657900608343,0.48087920420466596,0.09014943110743785,0.1799227296442038,0.0698565578239433,0.40786298180561525,5,5,2,2,2,4,197,316,125.5,111.37355650900618,313,10,5,Dorset,11692,0.031055768638242262,4,82,2.1780474070611235e-4,5,290.8333333333333,7.724985214068415e-4,3
E07000004,Aylesbury Vale,0.09527470819461711,0.16156411432395515,0.12634314128046037,0.08579912136443954,0.03989009666680037,0.051286550880429986,2,2,1,1,1,2,79,217,125.5,37.35486429700552,138,5,3,Aylesbury Vale,1344,0.006738598531948177,1,NA,NA,NA,182.66666666666666,9.158611099969248e-4,4
E07000005,Chiltern,0.20533613005064705,0.3493079715770709,0.10645595087931448,0.13379225321008903,0.10645595087931448,0.07567212567890166,2,3,1,1,1,1,30,221,24.5,28.650444717995295,106,4,2,Chiltern,306,0.003189925672646909,1,7,7.29721559102234e-5,3,81.33333333333333,8.478669543854528e-4,4
E07000006,South Bucks,0.11238660161389583,0.5070174561942025,0.21276929885927215,0.19333988068983185,0.09685478920091943,0.09685478920091943,2,4,1,3,1,2,87,278,24.5,48.33156481010148,214,7,4,South Bucks,742,0.010593492568850563,2,11,1.5704638579158516e-4,4,62.833333333333336,8.97067991567085e-4,4
E07000007,Wycombe,0.09164347372459411,0.1688991009827981,0.11234134746799372,0.22711791618233976,0.10393098142083353,0.0795617415455887,2,2,1,2,1,1,33,305,125.5,81.50175279942833,297,10,5,Wycombe,2868,0.016422260523015788,3,9,5.15342903441918e-5,2,157.5,9.018500810233565e-4,4
E07000008,Cambridge,0.1320313618219119,0.14713539203532935,0.13927606154175814,0.07754733192656572,0.06701760524181365,0.13873471270217402,1,2,1,3,1,1,7,125,125.5,22.68810167280109,83,3,2,Cambridge,3774,0.030010019243308577,4,NA,NA,NA,84.66666666666667,6.732507408408743e-4,2
E07000009,East Cambridgeshire,0.16632349320740358,0.07074595465634162,0.20983704365095726,0.3012252352642534,0.2604686555806719,0.07074595465634162,3,2,1,2,1,1,29,299,125.5,73.81851193445242,282,9,5,East Cambridgeshire,3205,0.035865356639287395,4,4,4.476175555605291e-5,1,50,5.595219444506613e-4,1
E07000010,Fenland,0.3582763107332825,0.37304827132714385,0.6133836082950574,0.2987700231651342,0.2993760660136315,0.39169254831514744,4,3,4,4,3,4,202,156,260,53.68347579858226,240,8,4,Fenland,20986,0.20677695559212148,5,NA,NA,NA,68.66666666666667,6.765788756310084e-4,2
E07000011,Huntingdonshire,0.1219405624496986,0.19499167281956073,0.07591327446339245,0.11158035996210926,0.06384973920434177,0.06741695373577612,3,2,1,2,1,1,36,296,125.5,70.76469895501081,276,9,5,Huntingdonshire,15407,0.08687243448058099,5,14,7.893905904641616e-5,3,91.83333333333333,5.178026373163727e-4,1
E07000012,South Cambridgeshire,0.3626536447900521,0.21023602499414437,0.1151143504492858,0.07778610500120117,0.04041417225858468,0.10094053816732551,2,2,1,2,1,1,12,284,125.5,61.47967390529898,259,9,5,South Cambridgeshire,4791,0.03041537846228074,4,18,1.1427192910061643e-4,4,79.16666666666667,5.025848733591927e-4,1
E07000026,Allerdale,0.9201403605911022,0.5543425761179225,0.425732010514767,0.39869671718439104,0.23874041898248957,0.6243902228424733,5,4,4,3,3,4,247,239,260,69.889716399065,274,9,5,Allerdale,3752,0.03847139766423657,4,43,4.4090354465942767e-4,5,72.33333333333333,7.416749549697348e-4,2
E07000027,Barrow-in-Furness,0.933526379288854,0.48422012961713007,0.42678250991883837,0.29236945193763264,0.32883996823463096,0.4002703035348772,5,4,5,3,3,4,244,131,260,50.422592983532965,228,8,4,Barrow-in-Furness,1217,0.018127113216259292,3,NA,NA,NA,67.16666666666667,0.0010004418825188296,5
E07000028,Carlisle,0.7561843209979056,0.41494719458004525,0.42524423933147937,0.09627793292359299,0.2625849963556515,0.5441884417096049,5,4,4,2,2,4,218,186,260,58.32607631277951,252,8,4,Carlisle,5879,0.05424082223882938,4,163,0.0015038703903604675,5,97.33333333333333,8.980166748164754e-4,4
E07000029,Copeland,0.9379184819730843,0.4640108195339277,0.5900583128726763,0.4131242038804482,0.46356230039321383,0.8005264773209769,5,4,5,3,3,5,275,252,260,73.90643937978678,283,9,5,Copeland,1539,0.02249210803226938,3,4,5.8459020226820995e-5,2,72.66666666666667,0.0010620055341205815,5
E07000030,Eden,0.958268863854195,0.47492532886650163,0.14037177814337853,0.14037177814337853,0.14037177814337853,0.5715664466095175,5,4,2,3,2,3,127,135,125.5,23.89809272978198,88,3,2,Eden,1146,0.02167129971067113,3,27,5.105803596754978e-4,5,44.666666666666664,8.446638048952679e-4,4
E07000031,South Lakeland,0.3865364320570684,0.651292326499868,0.1665876931163864,0.16977561139676187,0.12528873052220724,0.23557626272085908,4,5,2,2,1,2,117,177,125.5,29.816184109288443,112,4,2,South Lakeland,4398,0.04207324073011135,4,12,1.1479738261967628e-4,4,80.16666666666667,7.669102922231152e-4,3
E07000032,Amber Valley,0.7054126459045353,0.19297460365734587,0.21291128937770942,0.3279719570797405,0.2042124001093531,0.38713910777512145,5,3,3,4,2,3,161,295,260,96.84683133229491,310,10,5,Amber Valley,1771,0.013980328075908998,2,8,6.315224427288085e-5,2,79,6.236284121946984e-4,1
E07000033,Bolsover,0.6542615497627509,0.29367246388320856,0.5748684045080638,0.5108586961557042,0.5314483445505502,0.42825716214338183,5,3,5,4,3,4,253,187,260,58.498196876266775,253,9,5,Bolsover,NA,NA,NA,NA,NA,NA,59.333333333333336,7.460497087053104e-4,3
E07000034,Chesterfield,0.9599789127595915,0.4733374934353891,0.5692089819973721,0.39717616095520364,0.3777917705434592,0.6672780306368628,5,4,5,3,3,5,270,303,260,105.66204816946696,312,10,5,Chesterfield,758,0.0072447146079443366,1,NA,NA,NA,91.33333333333333,8.729339501217009e-4,4
E07000035,Derbyshire Dales,0.7237288154183756,0.3746849322480939,0.22861469636133766,0.15712164631537998,0.12812426191700127,0.30540190835815245,5,4,1,3,1,2,88,159,125.5,27.091607950557044,101,4,2,Derbyshire Dales,2739,0.03805382274893369,4,5,6.946663517512539e-5,3,47.333333333333336,6.576174796578537e-4,1
E07000036,Erewash,0.4231281815240326,0.28635523239651645,0.24502160132342282,0.27388794199543365,0.38029430663853325,0.29776446810159,4,3,3,4,3,4,195,298,125.5,72.75488061429463,280,9,5,Erewash,22986,0.19903021906658586,5,NA,NA,NA,84.83333333333333,7.34551332005657e-4,2
E07000037,High Peak,0.8234655709768125,0.1485039941239551,0.3057503171728782,0.36298982022019183,0.21546097218409552,0.13022365039587397,4,3,3,2,2,3,138,277,125.5,57.406264553276834,249,8,4,High Peak,862,0.009347111829192917,2,NA,NA,NA,68.66666666666667,7.445881812891496e-4,2
E07000038,North East Derbyshire,0.8530743608093163,0.4205142931494372,0.24218315008782773,0.0814277275388719,0.25218294190358465,0.5348335176631318,5,4,3,3,2,4,203,279,260,85.51454433691868,301,10,5,North East Derbyshire,1148,0.011352286773794809,2,NA,NA,NA,64,6.328800988875154e-4,1
E07000039,South Derbyshire,0.22527726611754903,0.20084364754727968,0.14821141380913452,0.2112135438938997,0.11856780131834566,0.12398012558887096,3,2,2,3,2,3,163,170,125.5,28.717957906810483,107,4,2,South Derbyshire,6360,0.06086532112198903,4,NA,NA,NA,71.16666666666667,6.810663553220471e-4,2
E07000040,East Devon,0.8378228227844916,0.5448967969998793,0.1528659679368116,0.08573635232089591,0.198961441971858,0.4620350558693344,5,5,2,1,1,3,177,238,125.5,42.59178507220992,179,6,3,East Devon,11416,0.07910363990382284,5,47,3.256719582585558e-4,5,117.33333333333333,8.130250305461819e-4,3
E07000041,Exeter,0.2819731757630344,0.16474223326279633,0.25732140176552337,0.05363878921703929,0.25083381353374234,0.09695264416907573,2,3,2,1,1,1,47,268,125.5,53.04706895045318,238,8,4,Exeter,14674,0.11250651700555095,5,5,3.833532677032539e-5,1,118.33333333333333,9.072694002310342e-4,4
E07000042,Mid Devon,0.502518256287024,0.25292799597991245,0.196305578193602,0.07720178713507558,0.1553736458779607,0.30543004951021285,4,3,3,2,1,1,62,160,125.5,27.23479650023532,102,4,2,Mid Devon,5486,0.06715221249770488,4,18,2.2033172164759166e-4,5,67.33333333333333,8.242038476446947e-4,4
E07000043,North Devon,0.6422654140814527,0.5050625927528215,0.2673650805820086,0.33713453334720633,0.2519565300724499,0.4998506097727932,5,4,3,3,2,3,156,165,125.5,27.964424014818377,104,4,2,North Devon,7588,0.0789512017479971,5,27,2.8092810321506606e-4,5,76.66666666666667,7.976970832032741e-4,3
E07000044,South Hams,0.515460850604841,0.2997682210769265,0.12572739941850775,0.1888102727446421,0.10118184664988808,0.27056978425697975,4,4,2,2,1,2,104,178,125.5,29.97744355567697,113,4,2,South Hams,2787,0.032323911808028204,4,13,1.5077533315549575e-4,4,69,8.002690759791698e-4,3
E07000045,Teignbridge,0.5140331595904337,0.5179150772809896,0.1581154745811866,0.08015079816611173,0.12903355974320493,0.2456938807528894,5,5,3,2,1,3,155,222,125.5,38.49792385642441,143,5,3,Teignbridge,9644,0.07259642889404114,4,NA,NA,NA,122,9.183704194393424e-4,5
E07000046,Torridge,0.8764854018291256,0.4179719969692218,0.553268552123746,0.4984156769394392,0.4532076121654385,0.3457498820205496,5,4,3,2,2,3,184,175,260,56.51317934785354,247,8,4,Torridge,2720,0.03991605887618684,4,5,7.337510822828463e-5,3,53.666666666666664,7.875594949835884e-4,3
E07000047,West Devon,0.9768482851704973,0.7339871207697966,0.3639201464979261,0.2632459015461142,0.6239864288476558,0.4079011821442382,5,5,3,2,1,4,238,145,125.5,25.1752914056539,92,3,2,West Devon,2584,0.04653508140037459,4,10,1.8008932430485522e-4,5,49,8.824376890937905e-4,4
E07000061,Eastbourne,0.7119125119895513,0.6001609661027326,0.35529563172180156,0.244343023611763,0.3632492194036856,0.6233622017918001,5,5,4,2,2,5,268,157,260,53.82403907237434,241,8,4,Eastbourne,23035,0.22329391236913532,5,11,1.0663047692904227e-4,3,97,9.402869329197363e-4,5
E07000062,Hastings,0.3959585261684176,0.4786880790366417,0.5087833039062035,0.09678686917066505,0.23950182656037003,0.35467004299289495,4,5,5,2,3,4,210,143,260,51.93027609559544,236,8,4,Hastings,1754,0.018889666684615797,3,6,6.461687577405632e-5,2,116.83333333333333,0.0012582341643781524,5
